subwayId,updnLine,statnNm,btrainSttus,btrainNo,bstatnNm,recptnDt,arvlCd
1008,하행,복정,일반,8193,모란,2025-05-29 17:00:00,1
1001,하행,안양,급행,1937,천안,2025-05-29 17:00:02,1
1001,하행,종로3가,일반,0475,서동탄,2025-05-29 17:00:02,1
1001,하행,송내,일반,0139,인천,2025-05-29 17:00:03,1
1007,상행,건대입구,일반,7244,장암,2025-05-29 17:00:04,1
1007,상행,강남구청,일반,7246,도봉산,2025-05-29 17:00:04,1
1007,상행,수락산,일반,7234,도봉산,2025-05-29 17:00:04,1
1007,상행,석남,일반,7272,도봉산,2025-05-29 17:00:04,1
1001,상행,봉명,일반,0674,광운대,2025-05-29 17:00:04,1
1007,상행,석남,일반,7278,도봉산,2025-05-29 17:00:04,1
1007,상행,온수,일반,7264,장암,2025-05-29 17:00:04,1
1007,상행,천왕,일반,7260,장암,2025-05-29 17:00:04,1
1007,상행,내방,일반,7250,도봉산,2025-05-29 17:00:04,1
1007,상행,태릉입구,일반,7238,도봉산,2025-05-29 17:00:04,1
1007,상행,하계,일반,7236,장암,2025-05-29 17:00:04,1
1007,상행,중곡,일반,7242,도봉산,2025-05-29 17:00:04,1
1007,상행,굴포천,일반,7268,도봉산,2025-05-29 17:00:04,1
1003,상행,대화,일반,3250,대화,2025-05-29 17:00:05,1
1006,하행,약수,일반,6203,신내,2025-05-29 17:00:06,1
1006,하행,마포구청,일반,6209,신내,2025-05-29 17:00:06,1
1006,하행,상월곡(한국과학기술연구원),일반,6199,봉화산,2025-05-29 17:00:06,1
1006,하행,보문,일반,6201,봉화산,2025-05-29 17:00:06,1
1001,하행,동두천,일반,0167,인천,2025-05-29 17:00:07,1
1003,하행,불광,일반,3257,오금,2025-05-29 17:00:07,1
1008,하행,동구릉,일반,8201,모란,2025-05-29 17:00:07,1
1001,하행,동두천,일반,0165,인천,2025-05-29 17:00:07,1
1003,하행,불광,일반,3259,오금,2025-05-29 17:00:07,1
1002,내선,동대문역사문화공원,일반,3290,성수,2025-05-29 17:00:07,5
1002,외선,강남,일반,3317,성수,2025-05-29 17:00:07,5
1002,외선,종합운동장,일반,2315,성수,2025-05-29 17:00:07,5
1002,내선,잠실새내,일반,2318,성수,2025-05-29 17:00:07,5
1002,외선,왕십리,일반,8353,성수,2025-05-29 17:00:07,5
1002,외선,낙성대,일반,2323,성수,2025-05-29 17:00:07,5
1002,외선,서울대입구,일반,2325,성수,2025-05-29 17:00:07,5
1002,외선,문래,일반,2333,성수,2025-05-29 17:00:07,5
1002,외선,당산,일반,2335,성수,2025-05-29 17:00:07,5
1002,외선,홍대입구,일반,2337,성수,2025-05-29 17:00:07,5
1002,외선,충정로,일반,2341,성수,2025-05-29 17:00:07,5
1002,외선,을지로입구,일반,2343,성수,2025-05-29 17:00:07,5
1002,하행,양천구청,일반,5633,신도림지선,2025-05-29 17:00:07,5
1002,내선,종합운동장,일반,3602,성수,2025-05-29 17:00:07,5
1002,외선,뚝섬,일반,3349,성수,2025-05-29 17:00:07,5
1002,외선,신당,일반,3345,성수,2025-05-29 17:00:07,5
1002,내선,강변,일반,3322,성수,2025-05-29 17:00:07,5
1006,하행,화랑대(서울여대입구),일반,6197,신내,2025-05-29 17:00:07,1
1002,내선,왕십리,일반,2288,성수,2025-05-29 17:00:07,5
1002,내선,합정,일반,2296,성수,2025-05-29 17:00:07,5
1002,내선,방배,일반,3310,성수,2025-05-29 17:00:07,5
1002,내선,이대,일반,3294,성수,2025-05-29 17:00:07,5
1002,내선,구로디지털단지,일반,3304,성수,2025-05-29 17:00:07,5
1002,상행,신설동,일반,1636,성수지선,2025-05-29 17:00:07,5
1002,내선,문래,일반,3298,성수,2025-05-29 17:00:07,5
1002,내선,낙성대,일반,3308,성수,2025-05-29 17:00:07,5
1004,상행,창동,일반,4624,불암산,2025-05-29 17:00:08,1
1005,상행,영등포구청,일반,5140,방화,2025-05-29 17:00:08,1
1004,상행,동대문,일반,4140,불암산,2025-05-29 17:00:08,1
1005,상행,방화,일반,5136,방화,2025-05-29 17:00:08,1
1003,하행,대청,일반,3243,오금,2025-05-29 17:00:09,1
1003,하행,양재,일반,3247,오금,2025-05-29 17:00:09,1
1008,상행,강동구청,일반,8202,별내,2025-05-29 17:00:09,1
1005,상행,왕십리,일반,5622,방화,2025-05-29 17:00:09,1
1005,상행,굽은다리(강동구민회관앞),일반,5148,방화,2025-05-29 17:00:09,1
1005,상행,여의나루,일반,5618,방화,2025-05-29 17:00:09,1
1005,상행,장한평,일반,5146,방화,2025-05-29 17:00:09,1
1005,상행,애오개,일반,5142,방화,2025-05-29 17:00:09,1
1005,상행,오금,일반,5626,방화,2025-05-29 17:00:09,1
1005,상행,마천,일반,5630,방화,2025-05-29 17:00:09,1
1008,상행,"남한산성입구(성남법원,검찰청)",일반,8210,별내,2025-05-29 17:00:09,1
1005,상행,청구,일반,5144,방화,2025-05-29 17:00:09,1
1004,상행,금정,일반,4322,불암산,2025-05-29 17:00:10,1
1003,하행,압구정,일반,3251,오금,2025-05-29 17:00:10,1
1004,상행,동작,일반,4632,불암산,2025-05-29 17:00:10,1
1004,상행,사당,일반,4634,불암산,2025-05-29 17:00:10,1
1003,하행,잠원,일반,3249,오금,2025-05-29 17:00:10,1
1003,하행,무악재,일반,3257,오금,2025-05-29 17:00:11,1
1008,하행,석촌,일반,8195,모란,2025-05-29 17:00:12,1
1001,상행,동묘앞,일반,0820,양주,2025-05-29 17:00:12,1
1001,상행,제기동,일반,1932,청량리,2025-05-29 17:00:13,1
1001,하행,개봉,급행,1115,동인천,2025-05-29 17:00:13,1
1007,하행,장암,일반,7295,석남,2025-05-29 17:00:14,1
1007,하행,건대입구,일반,7277,석남,2025-05-29 17:00:14,1
1007,하행,도봉산,일반,7289,석남,2025-05-29 17:00:14,1
1007,하행,신중동,일반,7257,석남,2025-05-29 17:00:14,1
1007,하행,내방,일반,7271,석남,2025-05-29 17:00:14,1
1007,하행,숭실대입구(살피재),일반,7269,석남,2025-05-29 17:00:14,1
1007,하행,신대방삼거리,일반,7267,석남,2025-05-29 17:00:14,1
1007,하행,중계,일반,7285,석남,2025-05-29 17:00:14,1
1007,하행,장암,일반,7299,석남,2025-05-29 17:00:14,1
1007,하행,천왕,일반,7261,온수,2025-05-29 17:00:14,1
1003,하행,구파발,일반,3263,오금,2025-05-29 17:00:16,1
1003,하행,구파발,일반,3261,오금,2025-05-29 17:00:16,1
1002,내선,신림,일반,2306,성수,2025-05-29 17:00:17,5
1002,외선,신촌,일반,8339,성수,2025-05-29 17:00:17,5
1006,상행,이태원,일반,6212,응암순환(상선),2025-05-29 17:00:17,1
1006,상행,효창공원앞,일반,6210,응암순환(상선),2025-05-29 17:00:17,1
1006,상행,고려대,일반,6218,응암순환(상선),2025-05-29 17:00:17,1
1006,상행,창신,일반,6216,응암순환(상선),2025-05-29 17:00:17,1
1004,하행,수리산,일반,4629,오이도,2025-05-29 17:00:18,1
1006,상행,봉화산,일반,6222,응암순환(상선),2025-05-29 17:00:18,1
1006,상행,신내,일반,6224,응암순환(상선),2025-05-29 17:00:18,1
1003,하행,화정,일반,3271,오금,2025-05-29 17:00:18,1
1005,하행,방화,일반,5135,하남검단산,2025-05-29 17:00:19,1
1001,상행,영등포,급행,1112,용산,2025-05-29 17:00:19,1
1005,하행,발산,일반,5133,하남검단산,2025-05-29 17:00:19,1
1005,하행,왕십리,일반,5125,하남검단산,2025-05-29 17:00:19,1
1005,하행,종로3가,일반,5127,하남검단산,2025-05-29 17:00:19,1
1005,하행,애오개,일반,5649,마천,2025-05-29 17:00:19,1
1005,하행,오목교(목동운동장앞),일반,5131,하남검단산,2025-05-29 17:00:19,1
1005,하행,강동,일반,5639,마천,2025-05-29 17:00:19,1
1005,하행,둔촌동,일반,5637,마천,2025-05-29 17:00:19,1
1005,하행,상일동,일반,5121,하남검단산,2025-05-29 17:00:19,1
1004,하행,경마공원,일반,4635,오이도,2025-05-29 17:00:19,1
1005,하행,까치산,일반,5655,마천,2025-05-29 17:00:19,1
1001,하행,신설동,급행,1941,신창,2025-05-29 17:00:20,1
1001,하행,종로5가,일반,0149,인천,2025-05-29 17:00:24,1
1004,하행,삼각지,일반,4639,오이도,2025-05-29 17:00:25,1
1004,상행,중앙,일반,4324,불암산,2025-05-29 17:00:25,1
1004,하행,회현,일반,4125,사당,2025-05-29 17:00:25,1
1004,하행,혜화,일반,4127,사당,2025-05-29 17:00:26,1
1004,하행,동대문역사문화공원,일반,4641,오이도,2025-05-29 17:00:26,1
1004,하행,성신여대입구,일반,4643,오이도,2025-05-29 17:00:26,1
1004,하행,상계,일반,4647,오이도,2025-05-29 17:00:27,1
1008,하행,강동구청,일반,8197,모란,2025-05-29 17:00:27,1
1004,하행,수유,일반,4645,오이도,2025-05-29 17:00:27,1
1004,하행,창동,일반,4131,사당,2025-05-29 17:00:27,1
1006,하행,독바위,일반,6213,신내,2025-05-29 17:00:28,1
