subwayId,updnLine,statnNm,btrainSttus,btrainNo,bstatnNm,recptnDt,arvlCd
1007,하행,어린이대공원(세종대),일반,7289,석남,2025-05-31 21:15:07,1
1003,하행,금호,일반,3311,오금,2025-05-31 21:15:07,1
1007,하행,숭실대입구(살피재),일반,7281,석남,2025-05-31 21:15:07,1
1003,하행,압구정,일반,3309,수서,2025-05-31 21:15:07,1
1007,하행,삼산체육관,일반,7269,석남,2025-05-31 21:15:07,1
1007,하행,장암,일반,7301,석남,2025-05-31 21:15:07,1
1003,하행,충무로,일반,3313,오금,2025-05-31 21:15:07,1
1007,하행,장암,일반,7307,온수,2025-05-31 21:15:07,1
1007,하행,도봉산,일반,7299,온수,2025-05-31 21:15:07,1
1003,하행,무악재,일반,3317,오금,2025-05-31 21:15:08,1
1003,하행,지축,일반,3321,오금,2025-05-31 21:15:09,1
1002,내선,문래,일반,8380,성수,2025-05-31 21:15:10,5
1005,상행,천호(풍납토성),일반,5152,방화,2025-05-31 21:15:10,1
1005,상행,애오개,일반,5148,방화,2025-05-31 21:15:10,1
1005,상행,장한평,일반,5640,방화,2025-05-31 21:15:10,1
1002,내선,을지로입구,일반,8372,성수,2025-05-31 21:15:10,5
1005,상행,여의도,일반,5636,방화,2025-05-31 21:15:10,1
1005,상행,개롱,일반,5644,방화,2025-05-31 21:15:10,1
1005,상행,종로3가,일반,5638,방화,2025-05-31 21:15:10,1
1005,상행,마천,일반,5648,방화,2025-05-31 21:15:10,1
1005,상행,상일동,일반,5154,방화,2025-05-31 21:15:10,1
1001,상행,녹천,일반,0170,동두천,2025-05-31 21:15:10,1
1002,하행,신답,일반,1677,신설동,2025-05-31 21:15:10,5
1002,외선,신당,일반,8381,성수,2025-05-31 21:15:10,5
1002,내선,선릉,일반,3392,성수,2025-05-31 21:15:10,5
1002,외선,뚝섬,일반,2385,성수,2025-05-31 21:15:10,5
1002,내선,강변,일반,2396,성수,2025-05-31 21:15:10,5
1002,내선,동대문역사문화공원,일반,2370,성수,2025-05-31 21:15:10,5
1002,외선,을지로입구,일반,3377,성수,2025-05-31 21:15:10,5
1002,외선,신대방,일반,2367,성수,2025-05-31 21:15:10,5
1002,외선,서초,일반,7363,성수,2025-05-31 21:15:10,5
1002,내선,이대,일반,7374,성수,2025-05-31 21:15:10,5
1002,내선,합정,일반,2378,성수,2025-05-31 21:15:10,5
1002,외선,신도림,일반,7369,성수,2025-05-31 21:15:10,5
1002,내선,교대,일반,2390,성수,2025-05-31 21:15:10,5
1002,외선,을지로4가,일반,3379,성수,2025-05-31 21:15:10,5
1002,외선,낙성대,일반,2365,성수,2025-05-31 21:15:10,5
1002,상행,도림천,일반,5686,까치산,2025-05-31 21:15:10,5
1002,외선,잠실새내,일반,2359,성수,2025-05-31 21:15:10,5
1001,하행,동두천,일반,0209,인천,2025-05-31 21:15:11,1
1006,하행,응암순환(상선),일반,6221,신내,2025-05-31 21:15:11,1
1001,하행,회기,일반,0499,서동탄,2025-05-31 21:15:11,1
1006,하행,대흥(서강대앞),일반,6213,봉화산,2025-05-31 21:15:12,1
1006,하행,망원,일반,6215,봉화산,2025-05-31 21:15:12,1
1006,하행,월곡(동덕여대),일반,6207,봉화산,2025-05-31 21:15:12,1
1006,하행,동묘앞,일반,6209,봉화산,2025-05-31 21:15:12,1
1001,하행,개봉,일반,0187,인천,2025-05-31 21:15:14,1
1009,하행,당산,일반,9169,개화,2025-05-31 21:15:14,1
1002,내선,낙성대,일반,8386,성수,2025-05-31 21:15:15,5
1002,내선,건대입구,일반,4398,신도림,2025-05-31 21:15:15,5
1002,외선,신촌,일반,8371,성수,2025-05-31 21:15:15,5
1002,내선,신림,일반,3384,성수,2025-05-31 21:15:15,5
1001,하행,화서,일반,0489,서동탄,2025-05-31 21:15:16,1
1004,상행,노원,일반,4168,불암산,2025-05-31 21:15:17,1
1004,상행,미아,일반,4656,불암산,2025-05-31 21:15:17,1
1004,상행,동대문,일반,4170,불암산,2025-05-31 21:15:17,1
1004,상행,혜화,일반,4658,불암산,2025-05-31 21:15:17,1
1007,상행,산곡,일반,7302,도봉산,2025-05-31 21:15:18,1
1007,상행,대림,일반,7292,도봉산,2025-05-31 21:15:18,1
1001,하행,종로3가,일반,0195,인천,2025-05-31 21:15:18,1
1004,상행,삼각지,일반,4662,불암산,2025-05-31 21:15:18,1
1007,상행,남성,일반,7288,장암,2025-05-31 21:15:18,1
1004,상행,서울,일반,4172,불암산,2025-05-31 21:15:18,1
1001,상행,수원,일반,0700,청량리,2025-05-31 21:15:19,1
1005,하행,광화문,일반,5653,마천,2025-05-31 21:15:20,1
1005,하행,영등포시장,일반,5149,하남검단산,2025-05-31 21:15:20,1
1005,하행,애오개,일반,5147,하남검단산,2025-05-31 21:15:20,1
1005,하행,여의나루,일반,5655,마천,2025-05-31 21:15:20,1
1005,하행,답십리,일반,5143,하남검단산,2025-05-31 21:15:21,1
1001,하행,오산,일반,0707,천안,2025-05-31 21:15:21,1
1008,하행,수진,일반,8203,모란,2025-05-31 21:15:23,1
1001,하행,소사,일반,0185,인천,2025-05-31 21:15:26,1
1003,상행,남부터미널,일반,3332,구파발,2025-05-31 21:15:26,1
1001,하행,도봉산,일반,0201,인천,2025-05-31 21:15:27,1
1007,하행,신대방삼거리,일반,7279,온수,2025-05-31 21:15:28,1
1007,하행,마들,일반,7297,석남,2025-05-31 21:15:28,1
1007,하행,철산,일반,7275,온수,2025-05-31 21:15:28,1
1007,하행,사가정,일반,7291,온수,2025-05-31 21:15:28,1
1007,하행,하계,일반,7295,온수,2025-05-31 21:15:28,1
1008,상행,암사역사공원,일반,8210,별내,2025-05-31 21:15:29,1
1008,상행,몽촌토성(평화의문),일반,8212,별내,2025-05-31 21:15:30,1
1004,하행,대공원,일반,4669,오이도,2025-05-31 21:15:30,1
1001,하행,세류,일반,0709,신창,2025-05-31 21:15:30,1
1001,상행,금정,일반,0698,광운대,2025-05-31 21:15:31,1
1004,하행,명동,일반,4155,사당,2025-05-31 21:15:33,1
1004,하행,이촌,일반,4153,사당,2025-05-31 21:15:33,1
1001,상행,동암,급행,1138,용산,2025-05-31 21:15:33,1
1004,하행,미아,일반,4677,오이도,2025-05-31 21:15:34,1
1001,하행,동대문,일반,0717,신창,2025-05-31 21:15:34,1
1001,하행,독산,일반,0491,서동탄,2025-05-31 21:15:35,1
1002,외선,건대입구,일반,3353,성수,2025-05-31 21:15:35,5
1001,상행,영등포,일반,0694,광운대,2025-05-31 21:15:36,1
1007,상행,온수,일반,7300,도봉산,2025-05-31 21:15:38,1
1009,하행,신방화,일반,9165,개화,2025-05-31 21:15:41,1
1003,하행,수서,일반,3301,오금,2025-05-31 21:15:42,1
1003,하행,교대,일반,3307,오금,2025-05-31 21:15:42,1
1001,상행,외대앞,일반,0482,광운대,2025-05-31 21:15:44,1
1006,상행,효창공원앞,일반,6214,응암순환(상선),2025-05-31 21:15:45,1
1001,하행,광운대,일반,0501,서동탄,2025-05-31 21:15:45,1
1006,상행,버티고개,일반,6216,응암순환(상선),2025-05-31 21:15:45,1
1006,상행,망원,일반,6212,응암순환(상선),2025-05-31 21:15:45,1
1006,상행,신내,일반,6232,응암순환(상선),2025-05-31 21:15:46,1
1006,상행,보문,일반,6218,응암순환(상선),2025-05-31 21:15:46,1
1004,상행,대야미,일반,4670,불암산,2025-05-31 21:15:46,1
1007,하행,중화,일반,7293,석남,2025-05-31 21:15:48,1
1001,하행,천안,일반,0703,신창,2025-05-31 21:15:49,1
1004,상행,동대문역사문화공원,일반,4660,불암산,2025-05-31 21:15:50,1
1002,내선,영등포구청,일반,8380,성수,2025-05-31 21:15:50,5
1002,외선,동대문역사문화공원,일반,8381,성수,2025-05-31 21:15:50,5
1002,외선,교대,일반,7363,성수,2025-05-31 21:15:50,5
1001,상행,백운,일반,0188,양주,2025-05-31 21:15:50,1
1002,내선,아현,일반,7374,성수,2025-05-31 21:15:50,5
1002,내선,한양대,일반,8368,성수,2025-05-31 21:15:50,5
1002,외선,강변,일반,8357,성수,2025-05-31 21:15:50,5
1002,외선,을지로3가,일반,3379,성수,2025-05-31 21:15:50,5
1002,내선,신당,일반,2370,성수,2025-05-31 21:15:50,5
1001,상행,노량진,일반,1946,청량리,2025-05-31 21:15:51,1
1005,상행,발산,일반,5144,방화,2025-05-31 21:15:51,1
1005,상행,오목교(목동운동장앞),일반,5146,방화,2025-05-31 21:15:51,1
1005,상행,오금,일반,5644,방화,2025-05-31 21:15:51,1
1005,상행,강동,일반,5642,방화,2025-05-31 21:15:51,1
1005,상행,화곡,일반,5634,방화,2025-05-31 21:15:51,1
1001,상행,진위,일반,0702,광운대,2025-05-31 21:15:52,1
1003,상행,불광,일반,3320,대화,2025-05-31 21:15:53,1
1008,상행,가락시장,일반,8214,별내,2025-05-31 21:15:55,1
1003,하행,대곡,일반,3327,오금,2025-05-31 21:15:55,1
1006,하행,독바위,일반,6219,봉화산,2025-05-31 21:15:56,1
1006,하행,한강진,일반,6211,신내,2025-05-31 21:15:57,1
1006,하행,봉화산,일반,6205,신내,2025-05-31 21:15:57,1
1001,상행,도봉산,일반,0168,의정부,2025-05-31 21:15:57,1
1001,하행,용산,일반,0715,신창,2025-05-31 21:15:57,1
1007,상행,뚝섬유원지,일반,7282,도봉산,2025-05-31 21:15:58,1
1007,상행,고속터미널,일반,7286,도봉산,2025-05-31 21:15:58,1
1007,상행,하계,일반,7274,도봉산,2025-05-31 21:15:58,1
1007,상행,태릉입구,일반,7276,도봉산,2025-05-31 21:15:58,1
1007,상행,철산,일반,7294,장암,2025-05-31 21:15:58,1
1008,상행,수진,일반,8218,별내,2025-05-31 21:15:59,1
1002,내선,대림,일반,2382,성수,2025-05-31 21:16:00,5
1008,하행,별내,일반,8215,모란,2025-05-31 21:16:00,1
1002,내선,종합운동장,일반,8394,성수,2025-05-31 21:16:00,5
1002,내선,서초,일반,2390,성수,2025-05-31 21:16:00,5
1002,내선,을지로3가,일반,8372,성수,2025-05-31 21:16:00,5
1009,하행,둔촌오륜,일반,9179,개화,2025-05-31 21:16:00,1
1003,상행,옥수,일반,3328,대화,2025-05-31 21:16:00,1
1003,상행,도곡,일반,3334,대화,2025-05-31 21:16:01,1
1005,하행,천호(풍납토성),일반,5141,하남검단산,2025-05-31 21:16:01,1
1005,하행,동대문역사문화공원,일반,5145,하남검단산,2025-05-31 21:16:01,1
1001,상행,석계,일반,0816,연천,2025-05-31 21:16:01,1
1005,하행,군자(능동),일반,5649,마천,2025-05-31 21:16:01,1
1005,하행,방화,일반,5153,하남검단산,2025-05-31 21:16:01,1
1003,상행,일원,일반,3336,구파발,2025-05-31 21:16:02,1
1003,상행,원당,일반,3314,대화,2025-05-31 21:16:03,1
1001,상행,석수,일반,0490,동묘앞,2025-05-31 21:16:04,1
1005,하행,하남풍산,일반,5137,하남검단산,2025-05-31 21:16:04,1
1002,하행,신정네거리,일반,5685,신도림지선,2025-05-31 21:16:05,5
1002,외선,한양대,일반,2385,성수,2025-05-31 21:16:05,5
1004,하행,숙대입구,일반,4673,오이도,2025-05-31 21:16:06,1
1004,하행,동대문,일반,4675,오이도,2025-05-31 21:16:06,1
1008,상행,남위례,일반,8216,별내,2025-05-31 21:16:08,1
1007,하행,강남구청,일반,7287,온수,2025-05-31 21:16:09,1
1007,하행,총신대입구(이수),일반,7283,온수,2025-05-31 21:16:09,1
1007,하행,건대입구,일반,7289,석남,2025-05-31 21:16:09,1
1007,하행,남구로,일반,7277,석남,2025-05-31 21:16:09,1
1002,외선,선릉,일반,3361,성수,2025-05-31 21:16:10,3
1001,상행,서울,일반,0692,광운대,2025-05-31 21:16:10,1
1001,하행,주안,일반,0181,인천,2025-05-31 21:16:11,1
1001,상행,대방,일반,0180,의정부,2025-05-31 21:16:17,1
1001,상행,동대문,일반,0484,광운대,2025-05-31 21:16:17,1
1003,하행,학여울,일반,3303,오금,2025-05-31 21:16:17,1
1003,하행,동대입구,일반,3313,오금,2025-05-31 21:16:18,1
1003,하행,옥수,일반,3311,오금,2025-05-31 21:16:18,1
1006,하행,공덕,일반,6213,봉화산,2025-05-31 21:16:19,1
1006,하행,증산(명지대앞),일반,6217,신내,2025-05-31 21:16:19,1
1003,하행,독립문,일반,3317,오금,2025-05-31 21:16:19,1
1003,하행,안국,일반,3315,오금,2025-05-31 21:16:19,1
