고유번호,호선,역사코드,역사명,주중주말,방향,급행여부,열차코드,열차도착시간,열차출발시간,출발역,도착역
4355,1,153,종로3가,DAY,DOWN,0,K673,1900-01-01 17:00:00,17:00:30,광운대,천안
4839,1,153,종로3가,END,DOWN,0,K691,1900-01-01 17:00:00,17:00:30,광운대,천안
5301,1,153,종로3가,SAT,DOWN,0,K691,1900-01-01 17:00:00,17:00:30,광운대,천안
17241,1,1004,노량진,DAY,DOWN,0,K473,1900-01-01 17:00:00,17:00:30,광운대,서동탄
23161,1,1007,신도림,DAY,DOWN,1,K1117,1900-01-01 17:00:00,17:00:30,용산,동인천
25441,1,1015,회기,END,DOWN,0,S475,1900-01-01 17:00:00,17:00:30,광운대,서동탄
25803,1,1015,회기,SAT,DOWN,0,S475,1900-01-01 17:00:00,17:00:30,광운대,서동탄
27481,1,1017,신이문,END,DOWN,0,K145,1900-01-01 17:00:00,17:00:30,의정부,인천
27843,1,1017,신이문,SAT,DOWN,0,K145,1900-01-01 17:00:00,17:00:30,의정부,인천
28305,1,1018,석계,DAY,DOWN,0,K675,1900-01-01 17:00:00,17:00:30,광운대,천안
32580,1,1032,신길,DAY,DOWN,0,K145,1900-01-01 17:00:00,17:00:30,의정부,인천
36382,1,1701,구로,DAY,DOWN,1,K1615,1900-01-01 17:00:00,17:01:00,동두천,인천
45788,1,1711,성균관대,END,DOWN,1,K1937,1900-01-01 17:00:00,17:01:00,청량리,천안
46042,1,1711,성균관대,SAT,DOWN,1,K1937,1900-01-01 17:00:00,17:01:00,청량리,천안
67083,1,1809,주안,END,DOWN,0,S129,1900-01-01 17:00:00,17:00:30,양주,인천
67447,1,1809,주안,SAT,DOWN,0,S129,1900-01-01 17:00:00,17:00:30,양주,인천
81558,1,1903,도봉산,END,DOWN,0,K149,1900-01-01 17:00:00,17:00:30,의정부,인천
81780,1,1903,도봉산,SAT,DOWN,0,K149,1900-01-01 17:00:00,17:00:30,의정부,인천
1912,1,151,시청,END,DOWN,0,K141,1900-01-01 17:00:30,17:01:00,소요산,인천
2374,1,151,시청,SAT,DOWN,0,K141,1900-01-01 17:00:30,17:01:00,소요산,인천
7213,1,155,동대문,DAY,DOWN,0,S151,1900-01-01 17:00:30,17:01:00,동묘앞,인천
7677,1,155,동대문,END,DOWN,0,K811,1900-01-01 17:00:30,17:01:00,동두천,구로
8139,1,155,동대문,SAT,DOWN,0,K811,1900-01-01 17:00:30,17:01:00,동두천,구로
8671,1,156,신설동,DAY,DOWN,1,K1941,1900-01-01 17:00:30,17:01:00,청량리,신창
10471,1,157,제기동,END,DOWN,1,K1941,1900-01-01 17:00:30,17:01:00,청량리,신창
10913,1,157,제기동,SAT,DOWN,1,K1941,1900-01-01 17:00:30,17:01:00,청량리,신창
21616,1,1006,영등포,END,DOWN,0,K137,1900-01-01 17:00:30,17:01:00,양주,인천
22266,1,1006,영등포,SAT,DOWN,0,K137,1900-01-01 17:00:30,17:01:00,양주,인천
35355,1,1405,배방,DAY,DOWN,0,K661,1900-01-01 17:00:30,17:01:00,광운대,신창
38317,1,1702,가산디지털단지,DAY,DOWN,1,K1939,1900-01-01 17:00:30,17:01:30,청량리,신창
39396,1,1703,금천구청,END,DOWN,0,K469,1900-01-01 17:00:30,17:01:00,광운대,서동탄
39690,1,1703,금천구청,SAT,DOWN,0,K469,1900-01-01 17:00:30,17:01:00,광운대,서동탄
50436,1,1717,세마,END,DOWN,0,K683,1900-01-01 17:00:30,17:01:00,광운대,신창
50596,1,1717,세마,SAT,DOWN,0,K683,1900-01-01 17:00:30,17:01:00,광운대,신창
52238,1,1721,송탄,DAY,DOWN,0,K665,1900-01-01 17:00:30,17:01:00,구로,신창
52439,1,1721,송탄,END,DOWN,0,K767,1900-01-01 17:00:30,17:01:00,병점,신창
52599,1,1721,송탄,SAT,DOWN,0,K767,1900-01-01 17:00:30,17:01:00,병점,신창
53768,1,1724,평택,DAY,DOWN,1,K1935,1900-01-01 17:00:30,17:01:00,청량리,천안
54387,1,1725,성환,END,DOWN,0,K679,1900-01-01 17:00:30,17:01:00,광운대,천안
54547,1,1725,성환,SAT,DOWN,0,K679,1900-01-01 17:00:30,17:01:00,광운대,천안
63166,1,1806,부평,DAY,DOWN,0,K139,1900-01-01 17:00:30,17:01:00,의정부,인천
69005,1,1811,동인천,DAY,DOWN,1,K1111,1900-01-01 17:00:30,,용산,동인천
83410,1,1906,의정부,DAY,DOWN,0,K159,1900-01-01 17:00:30,17:01:00,양주,인천
86997,1,1913,동두천중앙,END,DOWN,0,K155,1900-01-01 17:00:30,17:01:00,연천,인천
87109,1,1913,동두천중앙,SAT,DOWN,0,K155,1900-01-01 17:00:30,17:01:00,연천,인천
1432,1,151,시청,DAY,DOWN,0,K149,1900-01-01 17:01:00,17:01:30,소요산,인천
11323,1,158,청량리,DAY,DOWN,0,S477,1900-01-01 17:01:00,17:01:30,광운대,서동탄
18059,1,1004,노량진,END,DOWN,1,K1103,1900-01-01 17:01:00,17:01:30,용산,동인천
18668,1,1004,노량진,SAT,DOWN,1,K1103,1900-01-01 17:01:00,17:01:30,용산,동인천
29305,1,1019,광운대,DAY,DOWN,0,K155,1900-01-01 17:01:00,17:02:00,양주,인천
30823,1,1020,월계,END,DOWN,0,S903,1900-01-01 17:01:00,17:01:30,양주,서울역
31045,1,1020,월계,SAT,DOWN,0,S903,1900-01-01 17:01:00,17:01:30,양주,서울역
47242,1,1713,수원,END,DOWN,0,K465,1900-01-01 17:01:00,17:01:30,광운대,서동탄
47496,1,1713,수원,SAT,DOWN,0,K465,1900-01-01 17:01:00,17:01:30,광운대,서동탄
62431,1,1805,송내,END,DOWN,0,K131,1900-01-01 17:01:00,17:01:30,연천,인천
62797,1,1805,송내,SAT,DOWN,0,K131,1900-01-01 17:01:00,17:01:30,연천,인천
65636,1,1808,동암,DAY,DOWN,1,K1203,1900-01-01 17:01:00,17:01:30,구로,동인천
81300,1,1903,도봉산,DAY,DOWN,0,K157,1900-01-01 17:01:00,17:01:30,의정부,인천
84874,1,1908,녹양,END,DOWN,0,K151,1900-01-01 17:01:00,17:01:30,소요산,인천
85050,1,1908,녹양,SAT,DOWN,0,K151,1900-01-01 17:01:00,17:01:30,소요산,인천
87221,1,1914,보산,DAY,DOWN,0,K165,1900-01-01 17:01:00,17:01:30,연천,인천
15453,1,1003,용산,DAY,DOWN,0,S147,1900-01-01 17:01:30,17:02:00,양주,인천
19763,1,1005,대방,END,DOWN,0,K471,1900-01-01 17:01:30,17:02:00,광운대,서동탄
20372,1,1005,대방,SAT,DOWN,0,K471,1900-01-01 17:01:30,17:02:00,광운대,서동탄
24916,1,1015,회기,DAY,DOWN,0,K153,1900-01-01 17:01:30,17:02:00,연천,인천
26384,1,1016,외대앞,END,DOWN,0,K145,1900-01-01 17:01:30,17:02:00,의정부,인천
26746,1,1016,외대앞,SAT,DOWN,0,K145,1900-01-01 17:01:30,17:02:00,의정부,인천
36942,1,1701,구로,END,DOWN,0,K687,1900-01-01 17:01:30,17:02:30,광운대,천안
37629,1,1701,구로,SAT,DOWN,0,K687,1900-01-01 17:01:30,17:02:30,광운대,천안
46976,1,1713,수원,DAY,DOWN,0,K469,1900-01-01 17:01:30,17:02:00,청량리,서동탄
58940,1,1802,오류동,END,DOWN,0,K135,1900-01-01 17:01:30,17:02:00,동두천,인천
59306,1,1802,오류동,SAT,DOWN,0,K135,1900-01-01 17:01:30,17:02:00,동두천,인천
66600,1,1809,주안,DAY,DOWN,0,K137,1900-01-01 17:01:30,17:02:00,소요산,인천
72339,1,1814,소사,END,DOWN,0,S133,1900-01-01 17:01:30,17:02:00,양주,인천
72705,1,1814,소사,SAT,DOWN,0,S133,1900-01-01 17:01:30,17:02:00,양주,인천
2949,1,152,종각,DAY,DOWN,0,K673,1900-01-01 17:02:00,17:02:30,광운대,천안
3433,1,152,종각,END,DOWN,0,K691,1900-01-01 17:02:00,17:02:30,광운대,천안
3895,1,152,종각,SAT,DOWN,0,K691,1900-01-01 17:02:00,17:02:30,광운대,천안
14440,1,1002,남영,END,DOWN,0,K473,1900-01-01 17:02:00,17:02:30,광운대,병점
14900,1,1002,남영,SAT,DOWN,0,K473,1900-01-01 17:02:00,17:02:30,광운대,병점
34551,1,1401,봉명,END,DOWN,1,K1933,1900-01-01 17:02:00,17:02:30,청량리,신창
34622,1,1401,봉명,SAT,DOWN,1,K1933,1900-01-01 17:02:00,17:02:30,청량리,신창
38619,1,1702,가산디지털단지,END,DOWN,1,K1939,1900-01-01 17:02:00,17:03:00,청량리,천안
38913,1,1702,가산디지털단지,SAT,DOWN,1,K1939,1900-01-01 17:02:00,17:03:00,청량리,천안
41537,1,1706,안양,DAY,DOWN,0,K471,1900-01-01 17:02:00,17:02:30,광운대,서동탄
41803,1,1706,안양,END,DOWN,0,K467,1900-01-01 17:02:00,17:02:30,광운대,병점
42057,1,1706,안양,SAT,DOWN,0,K467,1900-01-01 17:02:00,17:02:30,광운대,병점
44182,1,1709,군포,END,DOWN,0,K685,1900-01-01 17:02:00,17:02:30,광운대,신창
44436,1,1709,군포,SAT,DOWN,0,K685,1900-01-01 17:02:00,17:02:30,광운대,신창
71834,1,1814,소사,DAY,DOWN,0,K141,1900-01-01 17:02:00,17:02:30,연천,인천
76505,1,1821,온수,DAY,DOWN,0,S143,1900-01-01 17:02:00,17:02:30,양주,인천
79239,1,1823,도화,END,DOWN,0,S129,1900-01-01 17:02:00,17:02:30,양주,인천
79603,1,1823,도화,SAT,DOWN,0,S129,1900-01-01 17:02:00,17:02:30,양주,인천
80855,1,1902,도봉,END,DOWN,0,K149,1900-01-01 17:02:00,17:02:30,의정부,인천
81077,1,1902,도봉,SAT,DOWN,0,K149,1900-01-01 17:02:00,17:02:30,의정부,인천
5807,1,154,종로5가,DAY,DOWN,0,S151,1900-01-01 17:02:30,17:03:00,동묘앞,인천
6271,1,154,종로5가,END,DOWN,0,K811,1900-01-01 17:02:30,17:03:00,동두천,구로
6733,1,154,종로5가,SAT,DOWN,0,K811,1900-01-01 17:02:30,17:03:00,동두천,구로
9125,1,156,신설동,END,DOWN,1,K1941,1900-01-01 17:02:30,17:03:00,청량리,신창
9567,1,156,신설동,SAT,DOWN,1,K1941,1900-01-01 17:02:30,17:03:00,청량리,신창
12717,1,159,동묘앞,DAY,DOWN,1,K1941,1900-01-01 17:02:30,17:03:00,청량리,신창
14083,1,1002,남영,DAY,DOWN,0,S475,1900-01-01 17:02:30,17:03:00,동묘앞,서동탄
19116,1,1005,대방,DAY,DOWN,0,K473,1900-01-01 17:02:30,17:03:00,광운대,서동탄
20919,1,1006,영등포,DAY,DOWN,0,K145,1900-01-01 17:02:30,17:03:00,의정부,인천
27208,1,1017,신이문,DAY,DOWN,0,K675,1900-01-01 17:02:30,17:03:00,광운대,천안
36316,1,1701,구로,DAY,DOWN,1,K1117,1900-01-01 17:02:30,17:03:30,용산,동인천
50757,1,1718,오산대,DAY,DOWN,0,K667,1900-01-01 17:02:30,17:03:00,광운대,신창
53938,1,1724,평택,END,DOWN,1,K1935,1900-01-01 17:02:30,17:03:00,청량리,천안
54098,1,1724,평택,SAT,DOWN,1,K1935,1900-01-01 17:02:30,17:03:00,청량리,천안
62139,1,1805,송내,DAY,DOWN,1,K1113,1900-01-01 17:02:30,17:03:00,용산,동인천
62565,1,1805,송내,END,DOWN,1,K1099,1900-01-01 17:02:30,17:03:00,용산,동인천
62931,1,1805,송내,SAT,DOWN,1,K1099,1900-01-01 17:02:30,17:03:00,용산,동인천
67172,1,1809,주안,END,DOWN,1,K1315,1900-01-01 17:02:30,17:03:00,용산,동인천
67536,1,1809,주안,SAT,DOWN,1,K1315,1900-01-01 17:02:30,17:03:00,용산,동인천
86637,1,1912,지행,END,DOWN,0,K155,1900-01-01 17:02:30,17:03:00,연천,인천
86749,1,1912,지행,SAT,DOWN,0,K155,1900-01-01 17:02:30,17:03:00,연천,인천
502,1,150,서울,END,DOWN,0,K141,1900-01-01 17:03:00,17:03:30,소요산,인천
966,1,150,서울,SAT,DOWN,0,K141,1900-01-01 17:03:00,17:03:30,소요산,인천
9977,1,157,제기동,DAY,DOWN,0,S477,1900-01-01 17:03:00,17:03:30,광운대,서동탄
11788,1,158,청량리,END,DOWN,0,S475,1900-01-01 17:03:00,17:03:30,광운대,서동탄
12230,1,158,청량리,SAT,DOWN,0,S475,1900-01-01 17:03:00,17:03:30,광운대,서동탄
17394,1,1004,노량진,DAY,DOWN,1,K1119,1900-01-01 17:03:00,17:03:30,용산,동인천
17990,1,1004,노량진,END,DOWN,0,S139,1900-01-01 17:03:00,17:03:30,의정부,인천
18599,1,1004,노량진,SAT,DOWN,0,S139,1900-01-01 17:03:00,17:03:30,의정부,인천
23612,1,1007,신도림,END,DOWN,0,K137,1900-01-01 17:03:00,17:03:30,양주,인천
24262,1,1007,신도림,SAT,DOWN,0,K137,1900-01-01 17:03:00,17:03:30,양주,인천
29878,1,1019,광운대,END,DOWN,0,S903,1900-01-01 17:03:00,17:04:00,양주,서울역
30261,1,1019,광운대,SAT,DOWN,0,S903,1900-01-01 17:03:00,17:04:00,양주,서울역
33296,1,1032,신길,END,DOWN,0,K471,1900-01-01 17:03:00,17:03:30,광운대,서동탄
33905,1,1032,신길,SAT,DOWN,0,K471,1900-01-01 17:03:00,17:03:30,광운대,서동탄
54707,1,1726,직산,DAY,DOWN,0,K663,1900-01-01 17:03:00,17:03:30,청량리,천안
64329,1,1807,백운,DAY,DOWN,0,K139,1900-01-01 17:03:00,17:03:30,의정부,인천
70867,1,1813,구일,DAY,DOWN,1,K1615,1900-01-01 17:03:00,17:03:30,동두천,인천
73424,1,1815,부개,END,DOWN,0,K131,1900-01-01 17:03:00,17:03:30,연천,인천
73790,1,1815,부개,SAT,DOWN,0,K131,1900-01-01 17:03:00,17:03:30,연천,인천
80597,1,1902,도봉,DAY,DOWN,0,K157,1900-01-01 17:03:00,17:03:30,의정부,인천
84315,1,1907,가능,END,DOWN,0,K151,1900-01-01 17:03:00,17:03:30,소요산,인천
84491,1,1907,가능,SAT,DOWN,0,K151,1900-01-01 17:03:00,17:03:30,소요산,인천
85225,1,1909,양주,DAY,DOWN,0,K161,1900-01-01 17:03:00,17:03:30,소요산,인천
18,1,150,서울,DAY,DOWN,0,K149,1900-01-01 17:03:30,17:04:00,소요산,인천
7699,1,155,동대문,END,DOWN,0,S143,1900-01-01 17:03:30,17:04:00,동묘앞,인천
8161,1,155,동대문,SAT,DOWN,0,S143,1900-01-01 17:03:30,17:04:00,동묘앞,인천
19931,1,1005,대방,END,DOWN,1,K1103,1900-01-01 17:03:30,17:04:00,용산,동인천
20540,1,1005,대방,SAT,DOWN,1,K1103,1900-01-01 17:03:30,17:04:00,용산,동인천
25287,1,1015,회기,END,DOWN,0,K145,1900-01-01 17:03:30,17:04:00,의정부,인천
25649,1,1015,회기,SAT,DOWN,0,K145,1900-01-01 17:03:30,17:04:00,의정부,인천
40251,1,1704,석수,END,DOWN,0,K469,1900-01-01 17:03:30,17:04:00,광운대,서동탄
40505,1,1704,석수,SAT,DOWN,0,K469,1900-01-01 17:03:30,17:04:00,광운대,서동탄
50930,1,1718,오산대,END,DOWN,0,K683,1900-01-01 17:03:30,17:04:00,광운대,신창
51090,1,1718,오산대,SAT,DOWN,0,K683,1900-01-01 17:03:30,17:04:00,광운대,신창
52732,1,1722,서정리,DAY,DOWN,0,K665,1900-01-01 17:03:30,17:04:00,구로,신창
52933,1,1722,서정리,END,DOWN,0,K767,1900-01-01 17:03:30,17:04:00,병점,신창
53093,1,1722,서정리,SAT,DOWN,0,K767,1900-01-01 17:03:30,17:04:00,병점,신창
57911,1,1801,개봉,END,DOWN,1,K1101,1900-01-01 17:03:30,17:04:00,용산,동인천
58277,1,1801,개봉,SAT,DOWN,1,K1101,1900-01-01 17:03:30,17:04:00,용산,동인천
59811,1,1803,역곡,DAY,DOWN,1,K1115,1900-01-01 17:03:30,17:04:00,구로,동인천
61344,1,1804,부천,END,DOWN,0,S133,1900-01-01 17:03:30,17:04:00,양주,인천
61711,1,1804,부천,SAT,DOWN,0,S133,1900-01-01 17:03:30,17:04:00,양주,인천
78756,1,1823,도화,DAY,DOWN,0,K137,1900-01-01 17:03:30,17:04:00,소요산,인천
82707,1,1905,회룡,DAY,DOWN,0,K159,1900-01-01 17:03:30,17:04:00,양주,인천
86861,1,1913,동두천중앙,DAY,DOWN,0,K165,1900-01-01 17:03:30,17:04:00,연천,인천
23061,1,1007,신도림,DAY,DOWN,0,K7027,1900-01-01 17:04:00,17:04:30,영등포,광명
23749,1,1007,신도림,END,DOWN,0,K7027,1900-01-01 17:04:00,17:04:30,영등포,광명
24399,1,1007,신도림,SAT,DOWN,0,K7027,1900-01-01 17:04:00,17:04:30,영등포,광명
26111,1,1016,외대앞,DAY,DOWN,0,K675,1900-01-01 17:04:00,17:04:30,광운대,천안
28208,1,1018,석계,DAY,DOWN,0,K155,1900-01-01 17:04:00,17:04:30,양주,인천
32649,1,1032,신길,DAY,DOWN,0,K473,1900-01-01 17:04:00,17:04:30,광운대,서동탄
56503,1,1729,당정,END,DOWN,0,K685,1900-01-01 17:04:00,17:04:30,광운대,신창
56757,1,1729,당정,SAT,DOWN,0,K685,1900-01-01 17:04:00,17:04:30,광운대,신창
59748,1,1803,역곡,DAY,DOWN,0,S143,1900-01-01 17:04:00,17:04:30,양주,인천
60838,1,1804,부천,DAY,DOWN,0,K141,1900-01-01 17:04:00,17:04:30,연천,인천
68219,1,1810,제물포,END,DOWN,0,S129,1900-01-01 17:04:00,17:04:30,양주,인천
68583,1,1810,제물포,SAT,DOWN,0,S129,1900-01-01 17:04:00,17:04:30,양주,인천
80152,1,1901,방학,END,DOWN,0,K149,1900-01-01 17:04:00,17:04:30,의정부,인천
80374,1,1901,방학,SAT,DOWN,0,K149,1900-01-01 17:04:00,17:04:30,의정부,인천
1543,1,151,시청,DAY,DOWN,0,K673,1900-01-01 17:04:30,17:05:00,광운대,천안
2027,1,151,시청,END,DOWN,0,K691,1900-01-01 17:04:30,17:05:00,광운대,천안
2489,1,151,시청,SAT,DOWN,0,K691,1900-01-01 17:04:30,17:05:00,광운대,천안
4401,1,153,종로3가,DAY,DOWN,0,S151,1900-01-01 17:04:30,17:05:00,동묘앞,인천
4865,1,153,종로3가,END,DOWN,0,K811,1900-01-01 17:04:30,17:05:00,동두천,구로
5327,1,153,종로3가,SAT,DOWN,0,K811,1900-01-01 17:04:30,17:05:00,동두천,구로
7273,1,155,동대문,DAY,DOWN,1,K1941,1900-01-01 17:04:30,17:05:00,청량리,신창
11155,1,158,청량리,DAY,DOWN,0,K153,1900-01-01 17:04:30,17:05:00,연천,인천
13192,1,159,동묘앞,END,DOWN,1,K1941,1900-01-01 17:04:30,17:05:00,청량리,신창
13654,1,159,동묘앞,SAT,DOWN,1,K1941,1900-01-01 17:04:30,17:05:00,청량리,신창
16017,1,1003,용산,END,DOWN,0,K473,1900-01-01 17:04:30,17:05:00,광운대,병점
16626,1,1003,용산,SAT,DOWN,0,K473,1900-01-01 17:04:30,17:05:00,광운대,병점
34777,1,1402,쌍용(나사렛대),END,DOWN,1,K1933,1900-01-01 17:04:30,17:05:00,청량리,신창
34848,1,1402,쌍용(나사렛대),SAT,DOWN,1,K1933,1900-01-01 17:04:30,17:05:00,청량리,신창
48915,1,1715,세류,END,DOWN,0,K465,1900-01-01 17:04:30,17:05:00,광운대,서동탄
49169,1,1715,세류,SAT,DOWN,0,K465,1900-01-01 17:04:30,17:05:00,광운대,서동탄
56239,1,1729,당정,DAY,DOWN,0,K669,1900-01-01 17:04:30,17:05:00,광운대,천안
66772,1,1809,주안,DAY,DOWN,1,K1203,1900-01-01 17:04:30,17:05:00,구로,동인천
76860,1,1821,온수,END,DOWN,0,K135,1900-01-01 17:04:30,17:05:00,동두천,인천
77226,1,1821,온수,SAT,DOWN,0,K135,1900-01-01 17:04:30,17:05:00,동두천,인천
8631,1,156,신설동,DAY,DOWN,0,S477,1900-01-01 17:05:00,17:05:30,광운대,서동탄
10442,1,157,제기동,END,DOWN,0,S475,1900-01-01 17:05:00,17:05:30,광운대,서동탄
10884,1,157,제기동,SAT,DOWN,0,S475,1900-01-01 17:05:00,17:05:30,광운대,서동탄
15475,1,1003,용산,DAY,DOWN,0,S475,1900-01-01 17:05:00,17:05:30,동묘앞,서동탄
17328,1,1004,노량진,DAY,DOWN,0,S147,1900-01-01 17:05:00,17:05:30,양주,인천
22918,1,1007,신도림,DAY,DOWN,0,K145,1900-01-01 17:05:00,17:05:30,의정부,인천
33464,1,1032,신길,END,DOWN,1,K1103,1900-01-01 17:05:00,17:05:30,용산,동인천
34073,1,1032,신길,SAT,DOWN,1,K1103,1900-01-01 17:05:00,17:05:30,용산,동인천
35581,1,1407,온양온천,DAY,DOWN,0,K661,1900-01-01 17:05:00,17:05:30,광운대,신창
42315,1,1707,명학,DAY,DOWN,0,K471,1900-01-01 17:05:00,17:05:30,광운대,서동탄
42578,1,1707,명학,END,DOWN,0,K467,1900-01-01 17:05:00,17:05:30,광운대,병점
42832,1,1707,명학,SAT,DOWN,0,K467,1900-01-01 17:05:00,17:05:30,광운대,병점
48649,1,1715,세류,DAY,DOWN,0,K469,1900-01-01 17:05:00,17:05:30,청량리,서동탄
54881,1,1726,직산,END,DOWN,0,K679,1900-01-01 17:05:00,17:05:30,광운대,천안
55041,1,1726,직산,SAT,DOWN,0,K679,1900-01-01 17:05:00,17:05:30,광운대,천안
57545,1,1801,개봉,DAY,DOWN,1,K1615,1900-01-01 17:05:00,17:05:30,동두천,인천
79894,1,1901,방학,DAY,DOWN,0,K157,1900-01-01 17:05:00,17:05:30,의정부,인천
6293,1,154,종로5가,END,DOWN,0,S143,1900-01-01 17:05:30,17:06:00,동묘앞,인천
6755,1,154,종로5가,SAT,DOWN,0,S143,1900-01-01 17:05:30,17:06:00,동묘앞,인천
19269,1,1005,대방,DAY,DOWN,1,K1119,1900-01-01 17:05:30,17:06:00,용산,동인천
19862,1,1005,대방,END,DOWN,0,S139,1900-01-01 17:05:30,17:06:00,의정부,인천
20471,1,1005,대방,SAT,DOWN,0,S139,1900-01-01 17:05:30,17:06:00,의정부,인천
21681,1,1006,영등포,END,DOWN,0,K471,1900-01-01 17:05:30,17:06:00,광운대,서동탄
22331,1,1006,영등포,SAT,DOWN,0,K471,1900-01-01 17:05:30,17:06:00,광운대,서동탄
36811,1,1701,구로,END,DOWN,0,K137,1900-01-01 17:05:30,17:06:30,양주,인천
37498,1,1701,구로,SAT,DOWN,0,K137,1900-01-01 17:05:30,17:06:30,양주,인천
47344,1,1713,수원,END,DOWN,1,K1937,1900-01-01 17:05:30,17:06:30,청량리,천안
47598,1,1713,수원,SAT,DOWN,1,K1937,1900-01-01 17:05:30,17:06:30,청량리,천안
63302,1,1806,부평,DAY,DOWN,1,K1113,1900-01-01 17:05:30,17:06:00,용산,동인천
63594,1,1806,부평,END,DOWN,0,K131,1900-01-01 17:05:30,17:06:00,연천,인천
63728,1,1806,부평,END,DOWN,1,K1099,1900-01-01 17:05:30,17:06:00,용산,동인천
63960,1,1806,부평,SAT,DOWN,0,K131,1900-01-01 17:05:30,17:06:00,연천,인천
64094,1,1806,부평,SAT,DOWN,1,K1099,1900-01-01 17:05:30,17:06:00,용산,동인천
65465,1,1808,동암,DAY,DOWN,0,K139,1900-01-01 17:05:30,17:06:00,의정부,인천
67736,1,1810,제물포,DAY,DOWN,0,K137,1900-01-01 17:05:30,17:06:00,소요산,인천
83669,1,1906,의정부,END,DOWN,0,K151,1900-01-01 17:05:30,17:06:00,소요산,인천
83891,1,1906,의정부,SAT,DOWN,0,K151,1900-01-01 17:05:30,17:06:00,소요산,인천
84666,1,1908,녹양,DAY,DOWN,0,K161,1900-01-01 17:05:30,17:06:00,소요산,인천
86501,1,1912,지행,DAY,DOWN,0,K165,1900-01-01 17:05:30,17:06:00,연천,인천
14376,1,1002,남영,END,DOWN,0,K141,1900-01-01 17:06:00,17:06:30,소요산,인천
14836,1,1002,남영,SAT,DOWN,0,K141,1900-01-01 17:06:00,17:06:30,소요산,인천
25014,1,1015,회기,DAY,DOWN,0,K675,1900-01-01 17:06:00,17:06:30,광운대,천안
28742,1,1018,석계,END,DOWN,0,S903,1900-01-01 17:06:00,17:06:30,양주,서울역
29104,1,1018,석계,SAT,DOWN,0,S903,1900-01-01 17:06:00,17:06:30,양주,서울역
41026,1,1705,관악,END,DOWN,0,K469,1900-01-01 17:06:00,17:06:30,광운대,서동탄
41280,1,1705,관악,SAT,DOWN,0,K469,1900-01-01 17:06:00,17:06:30,광운대,서동탄
75777,1,1817,도원,END,DOWN,0,S129,1900-01-01 17:06:00,17:06:30,양주,인천
76141,1,1817,도원,SAT,DOWN,0,S129,1900-01-01 17:06:00,17:06:30,양주,인천
78100,1,1822,중동,END,DOWN,0,S133,1900-01-01 17:06:00,17:06:30,양주,인천
78466,1,1822,중동,SAT,DOWN,0,S133,1900-01-01 17:06:00,17:06:30,양주,인천
82004,1,1904,망월사,DAY,DOWN,0,K159,1900-01-01 17:06:00,17:06:30,양주,인천
2995,1,152,종각,DAY,DOWN,0,S151,1900-01-01 17:06:30,17:07:00,동묘앞,인천
3459,1,152,종각,END,DOWN,0,K811,1900-01-01 17:06:30,17:07:00,동두천,구로
3921,1,152,종각,SAT,DOWN,0,K811,1900-01-01 17:06:30,17:07:00,동두천,구로
5867,1,154,종로5가,DAY,DOWN,1,K1941,1900-01-01 17:06:30,17:07:00,청량리,신창
7748,1,155,동대문,END,DOWN,1,K1941,1900-01-01 17:06:30,17:07:00,청량리,신창
8210,1,155,동대문,SAT,DOWN,1,K1941,1900-01-01 17:06:30,17:07:00,청량리,신창
9809,1,157,제기동,DAY,DOWN,0,K153,1900-01-01 17:06:30,17:07:00,연천,인천
11615,1,158,청량리,END,DOWN,0,K145,1900-01-01 17:06:30,17:07:00,의정부,인천
12057,1,158,청량리,SAT,DOWN,0,K145,1900-01-01 17:06:30,17:07:00,의정부,인천
13906,1,1002,남영,DAY,DOWN,0,K149,1900-01-01 17:06:30,17:07:00,소요산,인천
20989,1,1006,영등포,DAY,DOWN,0,K473,1900-01-01 17:06:30,17:07:00,광운대,서동탄
27111,1,1017,신이문,DAY,DOWN,0,K155,1900-01-01 17:06:30,17:07:00,양주,인천
32137,1,1022,창동,END,DOWN,0,K149,1900-01-01 17:06:30,17:07:00,의정부,인천
32359,1,1022,창동,SAT,DOWN,0,K149,1900-01-01 17:06:30,17:07:00,의정부,인천
36201,1,1701,구로,DAY,DOWN,0,K7027,1900-01-01 17:06:30,17:07:30,영등포,광명
36964,1,1701,구로,END,DOWN,0,K7027,1900-01-01 17:06:30,17:07:30,영등포,광명
37651,1,1701,구로,SAT,DOWN,0,K7027,1900-01-01 17:06:30,17:07:30,영등포,광명
38549,1,1702,가산디지털단지,END,DOWN,0,K687,1900-01-01 17:06:30,17:07:00,광운대,천안
38843,1,1702,가산디지털단지,SAT,DOWN,0,K687,1900-01-01 17:06:30,17:07:00,광운대,천안
44960,1,1710,의왕,END,DOWN,0,K685,1900-01-01 17:06:30,17:07:00,광운대,신창
45214,1,1710,의왕,SAT,DOWN,0,K685,1900-01-01 17:06:30,17:07:00,광운대,신창
51251,1,1719,오산,DAY,DOWN,0,K667,1900-01-01 17:06:30,17:07:00,광운대,신창
57486,1,1801,개봉,DAY,DOWN,1,K1117,1900-01-01 17:06:30,17:07:00,용산,동인천
60103,1,1803,역곡,END,DOWN,0,K135,1900-01-01 17:06:30,17:07:00,동두천,인천
60469,1,1803,역곡,SAT,DOWN,0,K135,1900-01-01 17:06:30,17:07:00,동두천,인천
60974,1,1804,부천,DAY,DOWN,1,K1115,1900-01-01 17:06:30,17:07:00,구로,동인천
