고유번호,호선,역사코드,역사명,주중주말,방향,급행여부,열차코드,열차도착시간,열차출발시간,출발역,도착역
82607,1,1904,망월사,SAT,UP,0,K174,1900-01-01 21:46:30,21:47:00,인천,의정부
1749,1,151,시청,DAY,UP,0,K496,1900-01-01 21:47:00,21:47:30,서동탄,광운대
2164,1,151,시청,END,UP,0,K184,1900-01-01 21:47:00,21:47:30,인천,의정부
2626,1,151,시청,SAT,UP,0,K184,1900-01-01 21:47:00,21:47:30,인천,의정부
27318,1,1017,신이문,DAY,UP,0,K196,1900-01-01 21:47:00,21:47:30,인천,양주
35486,1,1405,배방,END,UP,0,K710,1900-01-01 21:47:00,21:47:30,신창,구로
35557,1,1405,배방,SAT,UP,0,K710,1900-01-01 21:47:00,21:47:30,신창,구로
51028,1,1718,오산대,END,UP,0,K704,1900-01-01 21:47:00,21:47:30,신창,광운대
51188,1,1718,오산대,SAT,UP,0,K704,1900-01-01 21:47:00,21:47:30,신창,광운대
63806,1,1806,부평,END,UP,0,K194,1900-01-01 21:47:00,21:47:30,인천,연천
64172,1,1806,부평,SAT,UP,0,K194,1900-01-01 21:47:00,21:47:30,인천,연천
72526,1,1814,소사,END,UP,0,S192,1900-01-01 21:47:00,21:47:30,인천,동묘앞
72892,1,1814,소사,SAT,UP,0,S192,1900-01-01 21:47:00,21:47:30,인천,동묘앞
287,1,150,서울,DAY,UP,0,K202,1900-01-01 21:47:30,21:48:00,인천,양주
10621,1,157,제기동,END,UP,0,K694,1900-01-01 21:47:30,21:48:00,신창,광운대
11063,1,157,제기동,SAT,UP,0,K694,1900-01-01 21:47:30,21:48:00,신창,광운대
19629,1,1005,대방,DAY,UP,1,K1178,1900-01-01 21:47:30,21:48:00,동인천,용산
20256,1,1005,대방,END,UP,1,K1138,1900-01-01 21:47:30,21:48:00,동인천,용산
20865,1,1005,대방,SAT,UP,1,K1138,1900-01-01 21:47:30,21:48:00,동인천,용산
25212,1,1015,회기,DAY,UP,0,K692,1900-01-01 21:47:30,21:48:00,신창,광운대
25487,1,1015,회기,END,UP,0,K180,1900-01-01 21:47:30,21:48:00,인천,의정부
25849,1,1015,회기,SAT,UP,0,K180,1900-01-01 21:47:30,21:48:00,인천,의정부
33670,1,1032,신길,END,UP,0,K698,1900-01-01 21:47:30,21:48:00,신창,광운대
34279,1,1032,신길,SAT,UP,0,K698,1900-01-01 21:47:30,21:48:00,신창,광운대
39604,1,1703,금천구청,END,UP,0,K700,1900-01-01 21:47:30,21:48:00,천안,청량리
39898,1,1703,금천구청,SAT,UP,0,K700,1900-01-01 21:47:30,21:48:00,천안,청량리
47124,1,1713,수원,DAY,UP,0,K502,1900-01-01 21:47:30,21:48:00,서동탄,구로
47381,1,1713,수원,END,UP,0,K496,1900-01-01 21:47:30,21:48:00,병점,광운대
47635,1,1713,수원,SAT,UP,0,K496,1900-01-01 21:47:30,21:48:00,병점,광운대
58758,1,1802,오류동,DAY,UP,0,K208,1900-01-01 21:47:30,21:48:00,인천,동두천
65834,1,1808,동암,DAY,UP,1,K1186,1900-01-01 21:47:30,21:48:00,동인천,용산
69491,1,1811,동인천,END,UP,0,K198,1900-01-01 21:47:30,21:48:00,인천,구로
69855,1,1811,동인천,SAT,UP,0,K198,1900-01-01 21:47:30,21:48:00,인천,구로
75529,1,1817,도원,DAY,UP,0,K214,1900-01-01 21:47:30,21:48:00,인천,연천
87056,1,1913,동두천중앙,END,UP,0,K170,1900-01-01 21:47:30,21:48:00,인천,동두천
87168,1,1913,동두천중앙,SAT,UP,0,K170,1900-01-01 21:47:30,21:48:00,인천,동두천
16280,1,1003,용산,END,UP,0,K186,1900-01-01 21:48:00,21:48:30,인천,소요산
16889,1,1003,용산,SAT,UP,0,K186,1900-01-01 21:48:00,21:48:30,인천,소요산
29912,1,1019,광운대,END,UP,0,K178,1900-01-01 21:48:00,21:49:00,인천,양주
30295,1,1019,광운대,SAT,UP,0,K178,1900-01-01 21:48:00,21:49:00,인천,양주
35412,1,1405,배방,DAY,UP,0,K762,1900-01-01 21:48:00,21:48:30,신창,병점
49639,1,1716,병점,DAY,UP,0,K700,1900-01-01 21:48:00,21:49:00,신창,광운대
57987,1,1801,개봉,END,UP,0,K190,1900-01-01 21:48:00,21:48:30,인천,동두천
58353,1,1801,개봉,SAT,UP,0,K190,1900-01-01 21:48:00,21:48:30,인천,동두천
61085,1,1804,부천,DAY,UP,0,K210,1900-01-01 21:48:00,21:48:30,인천,양주
87300,1,1914,보산,DAY,UP,0,K184,1900-01-01 21:48:00,21:48:30,인천,동두천
918,1,150,서울,END,UP,0,S490,1900-01-01 21:48:30,21:49:00,서동탄,동묘앞
1382,1,150,서울,SAT,UP,0,S490,1900-01-01 21:48:30,21:49:00,서동탄,동묘앞
5916,1,154,종로5가,DAY,UP,0,K200,1900-01-01 21:48:30,21:49:00,인천,연천
6434,1,154,종로5가,END,UP,0,K488,1900-01-01 21:48:30,21:49:00,서동탄,광운대
6896,1,154,종로5가,SAT,UP,0,K488,1900-01-01 21:48:30,21:49:00,서동탄,광운대
11409,1,158,청량리,DAY,UP,0,K198,1900-01-01 21:48:30,21:49:00,인천,의정부
12816,1,159,동묘앞,DAY,UP,0,K494,1900-01-01 21:48:30,21:49:00,서동탄,광운대
13231,1,159,동묘앞,END,UP,0,K182,1900-01-01 21:48:30,21:49:00,인천,연천
13693,1,159,동묘앞,SAT,UP,0,K182,1900-01-01 21:48:30,21:49:00,인천,연천
23296,1,1007,신도림,DAY,UP,0,K206,1900-01-01 21:48:30,21:49:00,인천,의정부
33035,1,1032,신길,DAY,UP,0,K694,1900-01-01 21:48:30,21:49:00,천안,광운대
37377,1,1701,구로,END,UP,0,S492,1900-01-01 21:48:30,21:49:30,서동탄,동묘앞
38064,1,1701,구로,SAT,UP,0,S492,1900-01-01 21:48:30,21:49:30,서동탄,동묘앞
52345,1,1721,송탄,DAY,UP,0,K702,1900-01-01 21:48:30,21:49:00,천안,구로
62387,1,1805,송내,DAY,UP,1,K1184,1900-01-01 21:48:30,21:49:00,동인천,구로
67218,1,1809,주안,END,UP,0,K196,1900-01-01 21:48:30,21:49:00,인천,의정부
67582,1,1809,주안,SAT,UP,0,K196,1900-01-01 21:48:30,21:49:00,인천,의정부
80277,1,1901,방학,END,UP,0,K176,1900-01-01 21:48:30,21:49:00,인천,소요산
80499,1,1901,방학,SAT,UP,0,K176,1900-01-01 21:48:30,21:49:00,인천,소요산
81450,1,1903,도봉산,DAY,UP,0,K192,1900-01-01 21:48:30,21:49:00,인천,소요산
14359,1,1002,남영,DAY,UP,1,K1946,1900-01-01 21:49:00,21:49:30,신창,청량리
20137,1,1005,대방,END,UP,0,K698,1900-01-01 21:49:00,21:49:30,신창,광운대
20746,1,1005,대방,SAT,UP,0,K698,1900-01-01 21:49:00,21:49:30,신창,광운대
21966,1,1006,영등포,END,UP,0,K188,1900-01-01 21:49:00,21:49:30,인천,양주
22616,1,1006,영등포,SAT,UP,0,K188,1900-01-01 21:49:00,21:49:30,인천,양주
47973,1,1714,독산,DAY,UP,0,K696,1900-01-01 21:49:00,21:49:30,천안,구로
56642,1,1729,당정,END,UP,0,K702,1900-01-01 21:49:00,21:49:30,천안,광운대
56896,1,1729,당정,SAT,UP,0,K702,1900-01-01 21:49:00,21:49:30,천안,광운대
63462,1,1806,부평,DAY,UP,0,S212,1900-01-01 21:49:00,21:49:30,인천,의정부
83088,1,1905,회룡,END,UP,0,K174,1900-01-01 21:49:00,21:49:30,인천,의정부
83310,1,1905,회룡,SAT,UP,0,K174,1900-01-01 21:49:00,21:49:30,인천,의정부
3155,1,152,종각,DAY,UP,0,K496,1900-01-01 21:49:30,21:50:00,서동탄,광운대
3570,1,152,종각,END,UP,0,K184,1900-01-01 21:49:30,21:50:00,인천,의정부
4032,1,152,종각,SAT,UP,0,K184,1900-01-01 21:49:30,21:50:00,인천,의정부
11967,1,158,청량리,END,UP,0,K694,1900-01-01 21:49:30,21:50:00,신창,광운대
12409,1,158,청량리,SAT,UP,0,K694,1900-01-01 21:49:30,21:50:00,신창,광운대
26309,1,1016,외대앞,DAY,UP,0,K692,1900-01-01 21:49:30,21:50:00,신창,광운대
26584,1,1016,외대앞,END,UP,0,K180,1900-01-01 21:49:30,21:50:00,인천,의정부
26946,1,1016,외대앞,SAT,UP,0,K180,1900-01-01 21:49:30,21:50:00,인천,의정부
28415,1,1018,석계,DAY,UP,0,K196,1900-01-01 21:49:30,21:50:00,인천,양주
41683,1,1706,안양,DAY,UP,0,K500,1900-01-01 21:49:30,21:50:00,서동탄,광운대
41940,1,1706,안양,END,UP,0,K494,1900-01-01 21:49:30,21:50:00,병점,광운대
42194,1,1706,안양,SAT,UP,0,K494,1900-01-01 21:49:30,21:50:00,병점,광운대
54988,1,1726,직산,END,UP,0,K756,1900-01-01 21:49:30,21:50:00,신창,병점
55148,1,1726,직산,SAT,UP,0,K756,1900-01-01 21:49:30,21:50:00,신창,병점
57732,1,1801,개봉,DAY,UP,1,K1182,1900-01-01 21:49:30,21:50:00,동인천,용산
58114,1,1801,개봉,END,UP,1,K1140,1900-01-01 21:49:30,21:50:00,동인천,용산
58480,1,1801,개봉,SAT,UP,1,K1140,1900-01-01 21:49:30,21:50:00,동인천,용산
60367,1,1803,역곡,END,UP,0,S192,1900-01-01 21:49:30,21:50:00,인천,동묘앞
60733,1,1803,역곡,SAT,UP,0,S192,1900-01-01 21:49:30,21:50:00,인천,동묘앞
67971,1,1810,제물포,DAY,UP,0,K214,1900-01-01 21:49:30,21:50:00,인천,연천
73636,1,1815,부개,END,UP,0,K194,1900-01-01 21:49:30,21:50:00,인천,연천
74002,1,1815,부개,SAT,UP,0,K194,1900-01-01 21:49:30,21:50:00,인천,연천
75913,1,1817,도원,END,UP,0,K198,1900-01-01 21:49:30,21:50:00,인천,구로
76277,1,1817,도원,SAT,UP,0,K198,1900-01-01 21:49:30,21:50:00,인천,구로
1699,1,151,시청,DAY,UP,0,K202,1900-01-01 21:50:00,21:50:30,인천,양주
15653,1,1003,용산,DAY,UP,0,K204,1900-01-01 21:50:00,21:50:30,인천,소요산
17755,1,1004,노량진,DAY,UP,1,K1178,1900-01-01 21:50:00,21:50:30,동인천,용산
18384,1,1004,노량진,END,UP,1,K1138,1900-01-01 21:50:00,21:50:30,동인천,용산
18993,1,1004,노량진,SAT,UP,1,K1138,1900-01-01 21:50:00,21:50:30,동인천,용산
19502,1,1005,대방,DAY,UP,0,K694,1900-01-01 21:50:00,21:50:30,천안,광운대
44843,1,1710,의왕,DAY,UP,0,K698,1900-01-01 21:50:00,21:50:30,신창,광운대
48267,1,1714,독산,END,UP,0,K700,1900-01-01 21:50:00,21:50:30,천안,청량리
48561,1,1714,독산,SAT,UP,0,K700,1900-01-01 21:50:00,21:50:30,천안,청량리
50534,1,1717,세마,END,UP,0,K704,1900-01-01 21:50:00,21:50:30,신창,광운대
50694,1,1717,세마,SAT,UP,0,K704,1900-01-01 21:50:00,21:50:30,신창,광운대
53835,1,1724,평택,DAY,UP,0,K760,1900-01-01 21:50:00,21:50:30,신창,병점
57595,1,1801,개봉,DAY,UP,0,K208,1900-01-01 21:50:00,21:50:30,인천,동두천
71309,1,1813,구일,END,UP,0,K190,1900-01-01 21:50:00,21:50:30,인천,동두천
71675,1,1813,구일,SAT,UP,0,K190,1900-01-01 21:50:00,21:50:30,인천,동두천
72081,1,1814,소사,DAY,UP,0,K210,1900-01-01 21:50:00,21:50:30,인천,양주
85861,1,1910,덕계,DAY,UP,0,K188,1900-01-01 21:50:00,21:50:30,인천,연천
87416,1,1914,보산,END,UP,0,K170,1900-01-01 21:50:00,21:50:30,인천,동두천
87528,1,1914,보산,SAT,UP,0,K170,1900-01-01 21:50:00,21:50:30,인천,동두천
7322,1,155,동대문,DAY,UP,0,K200,1900-01-01 21:50:30,21:51:00,인천,연천
7840,1,155,동대문,END,UP,0,K488,1900-01-01 21:50:30,21:51:00,서동탄,광운대
8302,1,155,동대문,SAT,UP,0,K488,1900-01-01 21:50:30,21:51:00,서동탄,광운대
8770,1,156,신설동,DAY,UP,0,K494,1900-01-01 21:50:30,21:51:00,서동탄,광운대
9164,1,156,신설동,END,UP,0,K182,1900-01-01 21:50:30,21:51:00,인천,연천
9606,1,156,신설동,SAT,UP,0,K182,1900-01-01 21:50:30,21:51:00,인천,연천
14629,1,1002,남영,END,UP,0,K186,1900-01-01 21:50:30,21:51:00,인천,소요산
15089,1,1002,남영,SAT,UP,0,K186,1900-01-01 21:50:30,21:51:00,인천,소요산
30856,1,1020,월계,END,UP,0,K178,1900-01-01 21:50:30,21:51:00,인천,양주
31078,1,1020,월계,SAT,UP,0,K178,1900-01-01 21:50:30,21:51:00,인천,양주
35260,1,1404,탕정,END,UP,0,K710,1900-01-01 21:50:30,21:51:00,신창,구로
35331,1,1404,탕정,SAT,UP,0,K710,1900-01-01 21:50:30,21:51:00,신창,구로
36651,1,1701,구로,DAY,UP,0,S498,1900-01-01 21:50:30,21:51:30,서동탄,동묘앞
46346,1,1712,화서,DAY,UP,0,K502,1900-01-01 21:50:30,21:51:00,서동탄,구로
46603,1,1712,화서,END,UP,0,K496,1900-01-01 21:50:30,21:51:00,병점,광운대
46857,1,1712,화서,SAT,UP,0,K496,1900-01-01 21:50:30,21:51:00,병점,광운대
53005,1,1722,서정리,END,UP,0,K706,1900-01-01 21:50:30,21:51:00,천안,구로
53165,1,1722,서정리,SAT,UP,0,K706,1900-01-01 21:50:30,21:51:00,천안,구로
63932,1,1806,부평,END,UP,1,K1142,1900-01-01 21:50:30,21:51:00,동인천,용산
64298,1,1806,부평,SAT,UP,1,K1142,1900-01-01 21:50:30,21:51:00,동인천,용산
74776,1,1816,간석,END,UP,0,K196,1900-01-01 21:50:30,21:51:00,인천,의정부
75140,1,1816,간석,SAT,UP,0,K196,1900-01-01 21:50:30,21:51:00,인천,의정부
80980,1,1902,도봉,END,UP,0,K176,1900-01-01 21:50:30,21:51:00,인천,소요산
81202,1,1902,도봉,SAT,UP,0,K176,1900-01-01 21:50:30,21:51:00,인천,소요산
86006,1,1910,덕계,END,UP,0,K816,1900-01-01 21:50:30,21:51:00,구로,연천
86118,1,1910,덕계,SAT,UP,0,K816,1900-01-01 21:50:30,21:51:00,구로,연천
87660,1,1915,동두천,DAY,UP,0,K184,1900-01-01 21:50:30,,인천,동두천
2326,1,151,시청,END,UP,0,S490,1900-01-01 21:51:00,21:51:30,서동탄,동묘앞
2788,1,151,시청,SAT,UP,0,S490,1900-01-01 21:51:00,21:51:30,서동탄,동묘앞
21298,1,1006,영등포,DAY,UP,0,K206,1900-01-01 21:51:00,21:51:30,인천,의정부
27406,1,1017,신이문,DAY,UP,0,K692,1900-01-01 21:51:00,21:51:30,신창,광운대
27681,1,1017,신이문,END,UP,0,K180,1900-01-01 21:51:00,21:51:30,인천,의정부
28043,1,1017,신이문,SAT,UP,0,K180,1900-01-01 21:51:00,21:51:30,인천,의정부
44321,1,1709,군포,END,UP,0,K702,1900-01-01 21:51:00,21:51:30,천안,광운대
44575,1,1709,군포,SAT,UP,0,K702,1900-01-01 21:51:00,21:51:30,천안,광운대
4561,1,153,종로3가,DAY,UP,0,K496,1900-01-01 21:51:30,21:52:00,서동탄,광운대
4976,1,153,종로3가,END,UP,0,K184,1900-01-01 21:51:30,21:52:00,인천,의정부
5438,1,153,종로3가,SAT,UP,0,K184,1900-01-01 21:51:30,21:52:00,인천,의정부
18265,1,1004,노량진,END,UP,0,K698,1900-01-01 21:51:30,21:52:00,신창,광운대
18874,1,1004,노량진,SAT,UP,0,K698,1900-01-01 21:51:30,21:52:00,신창,광운대
24144,1,1007,신도림,END,UP,0,S492,1900-01-01 21:51:30,21:52:00,서동탄,동묘앞
24794,1,1007,신도림,SAT,UP,0,S492,1900-01-01 21:51:30,21:52:00,서동탄,동묘앞
25125,1,1015,회기,DAY,UP,0,K198,1900-01-01 21:51:30,21:52:00,인천,의정부
33561,1,1032,신길,END,UP,0,K188,1900-01-01 21:51:30,21:52:00,인천,양주
34170,1,1032,신길,SAT,UP,0,K188,1900-01-01 21:51:30,21:52:00,인천,양주
35186,1,1404,탕정,DAY,UP,0,K762,1900-01-01 21:51:30,21:52:00,신창,병점
38412,1,1702,가산디지털단지,DAY,UP,0,K696,1900-01-01 21:51:30,21:52:00,천안,구로
62643,1,1805,송내,END,UP,0,K194,1900-01-01 21:51:30,21:52:00,인천,연천
63009,1,1805,송내,SAT,UP,0,K194,1900-01-01 21:51:30,21:52:00,인천,연천
63551,1,1806,부평,DAY,UP,1,K1186,1900-01-01 21:51:30,21:52:00,동인천,용산
68355,1,1810,제물포,END,UP,0,K198,1900-01-01 21:51:30,21:52:00,인천,구로
68719,1,1810,제물포,SAT,UP,0,K198,1900-01-01 21:51:30,21:52:00,인천,구로
73292,1,1815,부개,DAY,UP,0,S212,1900-01-01 21:51:30,21:52:00,인천,의정부
77124,1,1821,온수,END,UP,0,S192,1900-01-01 21:51:30,21:52:00,인천,동묘앞
77490,1,1821,온수,SAT,UP,0,S192,1900-01-01 21:51:30,21:52:00,인천,동묘앞
78991,1,1823,도화,DAY,UP,0,K214,1900-01-01 21:51:30,21:52:00,인천,연천
82153,1,1904,망월사,DAY,UP,0,K192,1900-01-01 21:51:30,21:52:00,인천,소요산
485,1,150,서울,DAY,UP,1,K1946,1900-01-01 21:52:00,21:52:30,신창,청량리
29527,1,1019,광운대,DAY,UP,0,K196,1900-01-01 21:52:00,21:53:00,인천,양주
51851,1,1720,진위,DAY,UP,0,K702,1900-01-01 21:52:00,21:52:30,천안,구로
61222,1,1804,부천,DAY,UP,1,K1184,1900-01-01 21:52:00,21:52:30,동인천,구로
70917,1,1813,구일,DAY,UP,0,K208,1900-01-01 21:52:00,21:52:30,인천,동두천
83791,1,1906,의정부,END,UP,0,K174,1900-01-01 21:52:00,,인천,의정부
84013,1,1906,의정부,SAT,UP,0,K174,1900-01-01 21:52:00,,인천,의정부
3105,1,152,종각,DAY,UP,0,K202,1900-01-01 21:52:30,21:53:00,인천,양주
10116,1,157,제기동,DAY,UP,0,K494,1900-01-01 21:52:30,21:53:00,서동탄,광운대
10510,1,157,제기동,END,UP,0,K182,1900-01-01 21:52:30,21:53:00,인천,연천
10952,1,157,제기동,SAT,UP,0,K182,1900-01-01 21:52:30,21:53:00,인천,연천
12766,1,159,동묘앞,DAY,UP,0,K200,1900-01-01 21:52:30,21:53:00,인천,연천
13284,1,159,동묘앞,END,UP,0,K488,1900-01-01 21:52:30,21:53:00,서동탄,광운대
13746,1,159,동묘앞,SAT,UP,0,K488,1900-01-01 21:52:30,21:53:00,서동탄,광운대
14171,1,1002,남영,DAY,UP,0,K204,1900-01-01 21:52:30,21:53:00,인천,소요산
17628,1,1004,노량진,DAY,UP,0,K694,1900-01-01 21:52:30,21:53:00,천안,광운대
25582,1,1015,회기,END,UP,0,K694,1900-01-01 21:52:30,21:53:00,신창,광운대
25944,1,1015,회기,SAT,UP,0,K694,1900-01-01 21:52:30,21:53:00,신창,광운대
37184,1,1701,구로,END,UP,0,K190,1900-01-01 21:52:30,21:53:30,인천,동두천
37871,1,1701,구로,SAT,UP,0,K190,1900-01-01 21:52:30,21:53:30,인천,동두천
38706,1,1702,가산디지털단지,END,UP,0,K700,1900-01-01 21:52:30,21:53:00,천안,청량리
39000,1,1702,가산디지털단지,SAT,UP,0,K700,1900-01-01 21:52:30,21:53:00,천안,청량리
40907,1,1705,관악,DAY,UP,0,K500,1900-01-01 21:52:30,21:53:00,서동탄,광운대
41162,1,1705,관악,END,UP,0,K494,1900-01-01 21:52:30,21:53:00,병점,광운대
41416,1,1705,관악,SAT,UP,0,K494,1900-01-01 21:52:30,21:53:00,병점,광운대
56388,1,1729,당정,DAY,UP,0,K698,1900-01-01 21:52:30,21:53:00,신창,광운대
59922,1,1803,역곡,DAY,UP,0,K210,1900-01-01 21:52:30,21:53:00,인천,양주
81683,1,1903,도봉산,END,UP,0,K176,1900-01-01 21:52:30,21:53:00,인천,소요산
81905,1,1903,도봉산,SAT,UP,0,K176,1900-01-01 21:52:30,21:53:00,인천,소요산
87776,1,1915,동두천,END,UP,0,K170,1900-01-01 21:52:30,,인천,동두천
87888,1,1915,동두천,SAT,UP,0,K170,1900-01-01 21:52:30,,인천,동두천
20028,1,1005,대방,END,UP,0,K188,1900-01-01 21:53:00,21:53:30,인천,양주
20637,1,1005,대방,SAT,UP,0,K188,1900-01-01 21:53:00,21:53:30,인천,양주
31559,1,1021,녹천,END,UP,0,K178,1900-01-01 21:53:00,21:53:30,인천,양주
31781,1,1021,녹천,SAT,UP,0,K178,1900-01-01 21:53:00,21:53:30,인천,양주
36735,1,1701,구로,DAY,UP,1,K1182,1900-01-01 21:53:00,21:54:00,동인천,용산
37445,1,1701,구로,END,UP,1,K1140,1900-01-01 21:53:00,21:54:00,동인천,용산
38132,1,1701,구로,SAT,UP,1,K1140,1900-01-01 21:53:00,21:54:00,동인천,용산
48851,1,1715,세류,DAY,UP,0,K700,1900-01-01 21:53:00,21:53:30,신창,광운대
49914,1,1716,병점,END,UP,0,K704,1900-01-01 21:53:00,21:54:00,신창,광운대
50184,1,1716,병점,SAT,UP,0,K704,1900-01-01 21:53:00,21:54:00,신창,광운대
66082,1,1808,동암,END,UP,0,K196,1900-01-01 21:53:00,21:53:30,인천,의정부
66446,1,1808,동암,SAT,UP,0,K196,1900-01-01 21:53:00,21:53:30,인천,의정부
756,1,150,서울,END,UP,0,K186,1900-01-01 21:53:30,21:54:00,인천,소요산
1220,1,150,서울,SAT,UP,0,K186,1900-01-01 21:53:30,21:54:00,인천,소요산
3732,1,152,종각,END,UP,0,S490,1900-01-01 21:53:30,21:54:00,서동탄,동묘앞
4194,1,152,종각,SAT,UP,0,S490,1900-01-01 21:53:30,21:54:00,서동탄,동묘앞
5967,1,154,종로5가,DAY,UP,0,K496,1900-01-01 21:53:30,21:54:00,서동탄,광운대
6382,1,154,종로5가,END,UP,0,K184,1900-01-01 21:53:30,21:54:00,인천,의정부
6844,1,154,종로5가,SAT,UP,0,K184,1900-01-01 21:53:30,21:54:00,인천,의정부
15880,1,1003,용산,DAY,UP,1,K1178,1900-01-01 21:53:30,,동인천,용산
16509,1,1003,용산,END,UP,1,K1138,1900-01-01 21:53:30,,동인천,용산
17118,1,1003,용산,SAT,UP,1,K1138,1900-01-01 21:53:30,,동인천,용산
23468,1,1007,신도림,DAY,UP,0,S498,1900-01-01 21:53:30,21:54:00,서동탄,동묘앞
26222,1,1016,외대앞,DAY,UP,0,K198,1900-01-01 21:53:30,21:54:00,인천,의정부
28503,1,1018,석계,DAY,UP,0,K692,1900-01-01 21:53:30,21:54:00,신창,광운대
28778,1,1018,석계,END,UP,0,K180,1900-01-01 21:53:30,21:54:00,인천,의정부
29140,1,1018,석계,SAT,UP,0,K180,1900-01-01 21:53:30,21:54:00,인천,의정부
32936,1,1032,신길,DAY,UP,0,K206,1900-01-01 21:53:30,21:54:00,인천,의정부
35034,1,1403,아산,END,UP,0,K710,1900-01-01 21:53:30,21:54:00,신창,구로
35105,1,1403,아산,SAT,UP,0,K710,1900-01-01 21:53:30,21:54:00,신창,구로
45568,1,1711,성균관대,DAY,UP,0,K502,1900-01-01 21:53:30,21:54:00,서동탄,구로
45825,1,1711,성균관대,END,UP,0,K496,1900-01-01 21:53:30,21:54:00,병점,광운대
46079,1,1711,성균관대,SAT,UP,0,K496,1900-01-01 21:53:30,21:54:00,병점,광운대
52511,1,1721,송탄,END,UP,0,K706,1900-01-01 21:53:30,21:54:00,천안,구로
52671,1,1721,송탄,SAT,UP,0,K706,1900-01-01 21:53:30,21:54:00,천안,구로
62299,1,1805,송내,DAY,UP,0,S212,1900-01-01 21:53:30,21:54:00,인천,의정부
62769,1,1805,송내,END,UP,1,K1142,1900-01-01 21:53:30,21:54:00,동인천,용산
63135,1,1805,송내,SAT,UP,1,K1142,1900-01-01 21:53:30,21:54:00,동인천,용산
66835,1,1809,주안,DAY,UP,0,K214,1900-01-01 21:53:30,21:54:00,인천,연천
78234,1,1822,중동,END,UP,0,K194,1900-01-01 21:53:30,21:54:00,인천,연천
78600,1,1822,중동,SAT,UP,0,K194,1900-01-01 21:53:30,21:54:00,인천,연천
79375,1,1823,도화,END,UP,0,K198,1900-01-01 21:53:30,21:54:00,인천,구로
79739,1,1823,도화,SAT,UP,0,K198,1900-01-01 21:53:30,21:54:00,인천,구로
86221,1,1911,덕정,DAY,UP,0,K188,1900-01-01 21:53:30,21:54:00,인천,연천
22148,1,1006,영등포,END,UP,0,S492,1900-01-01 21:54:00,21:54:30,서동탄,동묘앞
22798,1,1006,영등포,SAT,UP,0,S492,1900-01-01 21:54:00,21:54:30,서동탄,동묘앞
54494,1,1725,성환,END,UP,0,K756,1900-01-01 21:54:00,21:54:30,신창,병점
54654,1,1725,성환,SAT,UP,0,K756,1900-01-01 21:54:00,21:54:30,신창,병점
68107,1,1810,제물포,DAY,UP,1,K1188,1900-01-01 21:54:00,21:54:30,동인천,용산
82856,1,1905,회룡,DAY,UP,0,K192,1900-01-01 21:54:00,21:54:30,인천,소요산
86366,1,1911,덕정,END,UP,0,K816,1900-01-01 21:54:00,21:54:30,구로,연천
86478,1,1911,덕정,SAT,UP,0,K816,1900-01-01 21:54:00,21:54:30,구로,연천
1895,1,151,시청,DAY,UP,1,K1946,1900-01-01 21:54:30,21:55:00,신창,청량리
4511,1,153,종로3가,DAY,UP,0,K202,1900-01-01 21:54:30,21:55:00,인천,양주
8720,1,156,신설동,DAY,UP,0,K200,1900-01-01 21:54:30,21:55:00,인천,연천
9217,1,156,신설동,END,UP,0,K488,1900-01-01 21:54:30,21:55:00,서동탄,광운대
9659,1,156,신설동,SAT,UP,0,K488,1900-01-01 21:54:30,21:55:00,서동탄,광운대
11462,1,158,청량리,DAY,UP,0,K494,1900-01-01 21:54:30,21:55:00,서동탄,광운대
11856,1,158,청량리,END,UP,0,K182,1900-01-01 21:54:30,21:55:00,인천,연천
12298,1,158,청량리,SAT,UP,0,K182,1900-01-01 21:54:30,21:55:00,인천,연천
26679,1,1016,외대앞,END,UP,0,K694,1900-01-01 21:54:30,21:55:00,신창,광운대
27041,1,1016,외대앞,SAT,UP,0,K694,1900-01-01 21:54:30,21:55:00,신창,광운대
30624,1,1020,월계,DAY,UP,0,K196,1900-01-01 21:54:30,21:55:00,인천,양주
34960,1,1403,아산,DAY,UP,0,K762,1900-01-01 21:54:30,21:55:00,신창,병점
36457,1,1701,구로,DAY,UP,0,K208,1900-01-01 21:54:30,21:55:30,인천,동두천
43543,1,1708,금정,END,UP,0,K702,1900-01-01 21:54:30,21:55:00,천안,광운대
43797,1,1708,금정,SAT,UP,0,K702,1900-01-01 21:54:30,21:55:00,천안,광운대
44065,1,1709,군포,DAY,UP,0,K698,1900-01-01 21:54:30,21:55:00,신창,광운대
53341,1,1723,지제,DAY,UP,0,K760,1900-01-01 21:54:30,21:55:00,신창,병점
59204,1,1802,오류동,END,UP,0,S192,1900-01-01 21:54:30,21:55:00,인천,동묘앞
59570,1,1802,오류동,SAT,UP,0,S192,1900-01-01 21:54:30,21:55:00,인천,동묘앞
62388,1,1805,송내,DAY,UP,1,K1186,1900-01-01 21:54:30,21:55:00,동인천,용산
76679,1,1821,온수,DAY,UP,0,K210,1900-01-01 21:54:30,21:55:00,인천,양주
16390,1,1003,용산,END,UP,0,K698,1900-01-01 21:55:00,21:55:30,신창,광운대
16999,1,1003,용산,SAT,UP,0,K698,1900-01-01 21:55:00,21:55:30,신창,광운대
19403,1,1005,대방,DAY,UP,0,K206,1900-01-01 21:55:00,21:55:30,인천,의정부
27319,1,1017,신이문,DAY,UP,0,K198,1900-01-01 21:55:00,21:55:30,인천,의정부
